sectionid{}uid{}datetime{}type{}sid
1003541{}347759{}20110701 000000{}d{}36169946
1002944{}347328{}20110701 103537{}d{}36107286
1003318{}347602{}20110701 103547{}d{}36191700
1010825{}353230{}20110701 103601{}d{}36248320
1005855{}349237{}20110701 103617{}d{}36157671
1000548{}345617{}20110701 103631{}v{}361
1006843{}349992{}20110701 103631{}d{}36195900
1003310{}347602{}20110701 103632{}d{}36191700
1010686{}353116{}20110701 103634{}d{}36222797
1003286{}347583{}20110701 103636{}d{}36134403
1002432{}346981{}20110701 103637{}v{}361538
1001162{}346137{}20110701 103639{}v{}361538
1003359{}347635{}20110701 103639{}d{}36103413
1006490{}349733{}20110701 103642{}d{}36195869
1002704{}347133{}20110701 103650{}d{}36107287
1004268{}347328{}20110701 103652{}d{}36109869
1002433{}346137{}20110701 103659{}v{}361538
1000831{}345871{}20110701 103710{}d{}36172760
1004605{}348344{}20110701 103749{}d{}36192456
1000514{}345617{}20110701 103803{}v{}361
1009379{}352044{}20110701 103803{}d{}36227895
1009638{}352219{}20110701 103810{}d{}36280293
1005271{}348805{}20110701 103824{}d{}36133426
1004568{}348318{}20110701 103825{}d{}36194240
1007393{}349477{}20110701 103827{}d{}36195765
1006676{}349875{}20110701 103828{}d{}36186597
1009044{}351757{}20110701 103836{}d{}36297057
1001498{}346406{}20110701 103843{}v{}361538
1010157{}350328{}20110701 103845{}d{}36272958
1010606{}353049{}20110701 103845{}d{}36233221
1004269{}348120{}20110701 103852{}d{}36109868
1009090{}351796{}20110701 103917{}d{}36208474
1009500{}352143{}20110701 103924{}d{}36227896
1005801{}349199{}20110701 103935{}d{}36183807
1004489{}348261{}20110701 103942{}d{}36178950
1000728{}345786{}20110701 103947{}d{}36172759
1003706{}347852{}20110701 103947{}d{}36122110
1005478{}348956{}20110701 103953{}d{}36109944
1005257{}348805{}20110701 104021{}d{}36133427
1004680{}348401{}20110701 104055{}d{}36192456
1005558{}348956{}20110701 104058{}d{}36109944
1007870{}350796{}20110701 104101{}d{}36211696
1005165{}348738{}20110701 104104{}d{}36174571
1002124{}346805{}20110701 104107{}v{}361538
1007226{}350298{}20110701 104110{}d{}36184139
1003393{}347655{}20110701 104116{}d{}36109265
1010678{}353109{}20110701 104116{}d{}36222798
1002823{}347235{}20110701 104129{}d{}36107285
1008992{}351712{}20110701 104129{}d{}36270989
1005364{}348872{}20110701 104136{}d{}36123040
1008285{}351157{}20110701 104145{}d{}36233246
1005591{}348956{}20110701 104146{}d{}36109944
1009927{}348989{}20110701 104149{}d{}36272958
1003281{}347578{}20110701 104150{}d{}36167589
1010054{}348989{}20110701 104151{}d{}36272957
1008653{}351456{}20110701 104154{}v{}362513
1006439{}349685{}20110701 104203{}d{}36194269
1005723{}349137{}20110701 104211{}d{}36176468
1002824{}347235{}20110701 104217{}d{}36107285
1004643{}348373{}20110701 104225{}d{}36192456
1011009{}353378{}20110701 104226{}d{}36223162
1010392{}352823{}20110701 104235{}d{}36233220
1009539{}352174{}20110701 104237{}d{}36280294
1010218{}352722{}20110701 104237{}d{}36253322
1009462{}352112{}20110701 104254{}d{}36209595
1007746{}350685{}20110701 104257{}d{}36211695
1007144{}345821{}20110701 104300{}d{}36184139
1007501{}350497{}20110701 104317{}d{}36194459
1002946{}347329{}20110701 104324{}d{}36107287
1002947{}347330{}20110701 104333{}d{}36107285
1009740{}352345{}20110701 104339{}d{}36280301
1011066{}353430{}20110701 104342{}d{}36227685
1007190{}350269{}20110701 104349{}d{}36184137
1008743{}351531{}20110701 104359{}d{}36210590
1009507{}351980{}20110701 104402{}d{}36280293
1009669{}352281{}20110701 104435{}d{}36280294
1006844{}349993{}20110701 104448{}d{}36194656
1007191{}350270{}20110701 104454{}d{}36184137
1007502{}350497{}20110701 104501{}d{}36194459
1010748{}353171{}20110701 104507{}d{}36253969
1006986{}350104{}20110701 104514{}d{}36194633
1001824{}346368{}20110701 104539{}v{}361538
1011117{}353476{}20110701 104542{}d{}36227686
1010713{}353140{}20110701 104551{}d{}36253969
1006987{}350105{}20110701 104553{}d{}36194644
1007948{}350861{}20110701 104603{}d{}36211695
1008549{}351374{}20110701 104610{}v{}362513
1009966{}352533{}20110701 104614{}d{}36272957
1002705{}347134{}20110701 104622{}d{}36107287
1007058{}346209{}20110701 104630{}d{}36194634
1009022{}351736{}20110701 104630{}d{}36213497
1007611{}350567{}20110701 104634{}d{}36167326
1009172{}351869{}20110701 104634{}d{}36279427
1001499{}346140{}20110701 104654{}v{}361538
1009300{}351975{}20110701 104712{}d{}36227757
1008143{}351029{}20110701 104716{}d{}36200545
1004513{}348279{}20110701 104721{}d{}36178949
1002434{}346140{}20110701 104723{}v{}361538
1006786{}349952{}20110701 104726{}d{}36194658
1005746{}349155{}20110701 104736{}d{}36176470
1000688{}345749{}20110701 104742{}d{}36172759
1002435{}346982{}20110701 104746{}v{}361538
1007405{}350427{}20110701 104755{}d{}36195779
1008188{}351070{}20110701 104808{}d{}36215651
1003597{}347493{}20110701 104814{}d{}36122109
1002125{}346806{}20110701 104820{}v{}361538
1009633{}352253{}20110701 104822{}d{}36280294
1003598{}347655{}20110701 104838{}d{}36122110
1007145{}350230{}20110701 104843{}d{}36184139
1003707{}347853{}20110701 104845{}d{}36122108
1001163{}346138{}20110701 104852{}v{}361538
1008751{}351539{}20110701 104856{}d{}36210588
1009583{}352210{}20110701 104856{}d{}36280292
1002126{}346807{}20110701 104923{}v{}361538
1006124{}349431{}20110701 104932{}d{}36166021
1005108{}348699{}20110701 104940{}d{}36177742
1001164{}346139{}20110701 104952{}v{}361538
1005109{}348700{}20110701 105006{}d{}36177742
1005215{}348779{}20110701 105006{}d{}36192714
1010743{}353167{}20110701 105008{}d{}36253969
1004442{}348222{}20110701 105017{}d{}36166531
1006988{}350106{}20110701 105018{}d{}36194642
1002948{}347331{}20110701 105029{}d{}36107287
1007788{}350723{}20110701 105036{}d{}36211696
1010029{}352581{}20110701 105037{}d{}36272958
1007269{}350330{}20110701 105041{}d{}36184138
1002683{}347112{}20110701 105047{}d{}36156058
1008695{}349995{}20110701 105055{}d{}36270968
1006565{}349792{}20110701 105102{}d{}36177379
1010282{}352778{}20110701 105116{}d{}36233225
1006787{}349953{}20110701 105118{}d{}36194656
1001165{}346140{}20110701 105143{}v{}361538
1008201{}351081{}20110701 105146{}d{}36215653
1003599{}347804{}20110701 105201{}d{}36122110
1002127{}346808{}20110701 105204{}v{}361538
1002825{}347236{}20110701 105206{}d{}36107287
1011157{}353510{}20110701 105211{}d{}36254243
1003159{}347493{}20110701 105213{}d{}36151188
1002706{}347135{}20110701 105227{}d{}36107287
1002436{}346368{}20110701 105237{}v{}361538
1011006{}353377{}20110701 105315{}d{}36267825
1000832{}345784{}20110701 105327{}d{}36172759
1008286{}351158{}20110701 105329{}d{}36233245
1010182{}352692{}20110701 105333{}d{}36233927
1010451{}352923{}20110701 105339{}d{}36233220
1001500{}346407{}20110701 105349{}v{}361538
1003057{}347417{}20110701 105356{}d{}36107286
1008156{}351041{}20110701 105401{}d{}36215653
1010028{}352580{}20110701 105403{}d{}36272959
1000764{}345818{}20110701 105405{}d{}36172758
1005058{}348667{}20110701 105408{}d{}36177742
1009089{}351795{}20110701 105408{}d{}36208473
1003708{}347854{}20110701 105421{}d{}36122110
1008269{}351142{}20110701 105424{}d{}36233244
1003782{}347135{}20110701 105427{}d{}36122110
1008582{}351404{}20110701 105437{}v{}362513
1003969{}347134{}20110701 105438{}d{}36122110
1004443{}348223{}20110701 105439{}d{}36178949
1009910{}352486{}20110701 105450{}d{}36272023
1003160{}347494{}20110701 105502{}d{}36107285
1006989{}350107{}20110701 105504{}d{}36195725
1003600{}347417{}20110701 105506{}d{}36122109
1003783{}347237{}20110701 105508{}d{}36122110
1005868{}349245{}20110701 105513{}d{}36168687
1007730{}350669{}20110701 105532{}d{}36211694
1006643{}349850{}20110701 105537{}d{}36186606
1004404{}348188{}20110701 105542{}d{}36166531
1004218{}347234{}20110701 105611{}d{}36109870
1000898{}345915{}20110701 105621{}v{}361415
1010613{}353055{}20110701 105624{}d{}36233220
1003970{}347310{}20110701 105627{}d{}36122108
1002128{}346809{}20110701 105640{}v{}361538
1004467{}348243{}20110701 105648{}d{}36166533
1003545{}347763{}20110701 105649{}d{}36169947
1002949{}347332{}20110701 105701{}d{}36107286
1003161{}347141{}20110701 105706{}d{}36107286
1003162{}347353{}20110701 105724{}d{}36107286
1003879{}347332{}20110701 105727{}d{}36122109
1005921{}349283{}20110701 105732{}d{}36139159
1003375{}347646{}20110701 105738{}d{}36119725
1011107{}353466{}20110701 105745{}d{}36227687
1007270{}350230{}20110701 105748{}d{}36184139
1004322{}347332{}20110701 105753{}d{}36109869
1003425{}347677{}20110701 105759{}d{}36117617
1008913{}351588{}20110701 105800{}d{}36270987
1010773{}353191{}20110701 105801{}d{}36233939
1008809{}351588{}20110701 105802{}d{}36270989
1005376{}348879{}20110701 105807{}d{}36123038
1003360{}347636{}20110701 105814{}d{}36109266
1009556{}352189{}20110701 105815{}d{}36280292
1009239{}351922{}20110701 105827{}d{}36208196
1009850{}352438{}20110701 105831{}d{}36272958
1000384{}345580{}20110701 105836{}d{}361051
1008347{}351208{}20110701 105843{}d{}36209168
1003784{}347494{}20110701 105847{}d{}36122108
1004835{}348501{}20110701 105849{}d{}36198098
1010697{}353125{}20110701 105905{}d{}36223008
1008594{}351413{}20110701 105913{}v{}362513
1005011{}348635{}20110701 105936{}d{}36177743
1005781{}349181{}20110701 105954{}d{}36183806
1008515{}351346{}20110701 105956{}d{}36211699
1008529{}351346{}20110701 110002{}d{}36211699
1003972{}347495{}20110701 110004{}d{}36122108
1008540{}351346{}20110701 110008{}d{}36211699
1008602{}351418{}20110701 110011{}v{}362513
1008521{}351346{}20110701 110014{}d{}36211699
1003601{}347141{}20110701 110015{}d{}36122109
1009472{}352121{}20110701 110015{}d{}36227896
1010063{}352607{}20110701 110015{}d{}36272023
1004323{}347134{}20110701 110029{}d{}36109870
1006027{}349364{}20110701 110032{}d{}36167030
1003058{}347238{}20110701 110033{}d{}36107287
1011062{}353426{}20110701 110039{}d{}36227687
1002707{}347136{}20110701 110044{}d{}36151187
1004270{}348121{}20110701 110046{}d{}36109869
1010439{}352913{}20110701 110049{}d{}36233220
1000329{}345542{}20110701 110052{}v{}36109
1002437{}346134{}20110701 110102{}v{}361538
1001166{}346141{}20110701 110110{}v{}361538
1003973{}347495{}20110701 110111{}d{}36122108
1003059{}347137{}20110701 110121{}d{}36107286
1001501{}346408{}20110701 110131{}v{}361538
1003880{}347928{}20110701 110146{}d{}36122110
1003163{}347137{}20110701 110156{}d{}36107286
1006912{}350043{}20110701 110156{}d{}36197535
1005952{}349307{}20110701 110208{}d{}36131359
1001825{}346410{}20110701 110210{}v{}361538
1003060{}347418{}20110701 110212{}d{}36107285
1005270{}348810{}20110701 110215{}d{}36133427
1010835{}353237{}20110701 110219{}d{}36207982
1005592{}349046{}20110701 110230{}d{}36151536
1002708{}347137{}20110701 110232{}d{}36107286
1002438{}346983{}20110701 110238{}v{}361538
1011042{}353406{}20110701 110245{}d{}36218559
1006950{}350074{}20110701 110307{}d{}36194647
1003974{}347805{}20110701 110308{}d{}36122108
1003602{}347137{}20110701 110313{}d{}36122109
1001167{}346142{}20110701 110325{}v{}361538
1003361{}347119{}20110701 110325{}d{}36103413
1009792{}352389{}20110701 110326{}d{}36233228
1002439{}346984{}20110701 110344{}v{}361538
1007967{}350878{}20110701 110344{}d{}36211696
1007375{}350413{}20110701 110348{}d{}36190434
1008545{}351371{}20110701 110356{}d{}36211701
1002440{}346409{}20110701 110359{}v{}361538
1011083{}353446{}20110701 110416{}d{}36227685
1001502{}346409{}20110701 110422{}v{}361538
1002709{}347138{}20110701 110427{}d{}36107287
1001503{}346410{}20110701 110431{}v{}361538
1006990{}350074{}20110701 110442{}d{}36194642
1002129{}346409{}20110701 110445{}v{}361538
1006788{}349793{}20110701 110457{}d{}36194656
1007271{}350331{}20110701 110458{}d{}36184138
1005169{}348741{}20110701 110513{}d{}36174569
1009025{}351739{}20110701 110517{}d{}36227695
1001826{}346623{}20110701 110524{}v{}361538
1009527{}352163{}20110701 110527{}d{}36280294
1010356{}352839{}20110701 110555{}d{}36233220
1004928{}348572{}20110701 110607{}d{}36177743
1004405{}348189{}20110701 110619{}d{}36166532
1011187{}353535{}20110701 110637{}d{}36243877
1002130{}346810{}20110701 110641{}v{}361538
1005877{}349253{}20110701 110647{}d{}36139159
1006644{}349851{}20110701 110655{}d{}36186595
1006890{}350026{}20110701 110656{}d{}36195900
1000887{}345908{}20110701 110731{}v{}361415
1004847{}348507{}20110701 110736{}d{}36198096
1002827{}347237{}20110701 110743{}d{}36107287
1007059{}350155{}20110701 110751{}d{}36194644
1007146{}350231{}20110701 110751{}d{}36184137
1007647{}350596{}20110701 110815{}v{}362772
1009994{}345821{}20110701 110820{}d{}36272959
1007574{}350542{}20110701 110830{}d{}36195770
1001168{}346143{}20110701 110833{}v{}361538
1003164{}347495{}20110701 110840{}d{}36107285
1010733{}353159{}20110701 110840{}d{}36253967
1004324{}348151{}20110701 110848{}d{}36109868
1003394{}347567{}20110701 110851{}d{}36119723
1004681{}348345{}20110701 110922{}d{}36192457
1011195{}353543{}20110701 110929{}d{}36227691
1003785{}347805{}20110701 110930{}d{}36122108
1003603{}347805{}20110701 110932{}d{}36122108
1002710{}347139{}20110701 110934{}d{}36107287
1003786{}347805{}20110701 110935{}d{}36122108
1008714{}351506{}20110701 110936{}d{}36298325
1003787{}347805{}20110701 110938{}d{}36122108
1005953{}349308{}20110701 110938{}d{}36131360
1003881{}347805{}20110701 110940{}d{}36122108
1003709{}347805{}20110701 110943{}d{}36122108
1003788{}347805{}20110701 110945{}d{}36122108
1003710{}347805{}20110701 110948{}d{}36122108
1003711{}347805{}20110701 110951{}d{}36122108
1003789{}347805{}20110701 110953{}d{}36122108
1003790{}347805{}20110701 110956{}d{}36122108
1003604{}347805{}20110701 110959{}d{}36122108
1003266{}347567{}20110701 111000{}d{}36124199
1003975{}347805{}20110701 111005{}d{}36122108
1007503{}350498{}20110701 111006{}d{}36195779
1001169{}346144{}20110701 111011{}v{}361538
1003791{}347805{}20110701 111014{}d{}36122108
1010324{}352812{}20110701 111032{}d{}36233221
1010212{}352718{}20110701 111039{}d{}36233925
1004914{}348558{}20110701 111051{}d{}36150297
1000660{}345726{}20110701 111052{}d{}36162969
1004406{}348190{}20110701 111056{}d{}36178950
1002828{}347238{}20110701 111058{}d{}36107287
1004360{}347141{}20110701 111058{}d{}36109869
1007630{}350583{}20110701 111104{}d{}36184690
1010002{}352559{}20110701 111104{}d{}36272959
1001170{}346145{}20110701 111108{}v{}361538
1002951{}347333{}20110701 111111{}d{}36107287
1005747{}349156{}20110701 111126{}d{}36176469
1007575{}350543{}20110701 111126{}d{}36196065
1010287{}352781{}20110701 111132{}d{}36233224
1001827{}346624{}20110701 111143{}v{}361538
1007272{}350332{}20110701 111143{}d{}36184138
1005702{}349121{}20110701 111144{}d{}36176469
1001504{}346411{}20110701 111152{}v{}361538
1006719{}349907{}20110701 111204{}d{}36186608
1005059{}348668{}20110701 111210{}d{}36177743
1008284{}351156{}20110701 111211{}d{}36233245
1003165{}347238{}20110701 111213{}d{}36107287
1004062{}348013{}20110701 111253{}d{}36109066
1003166{}347496{}20110701 111301{}d{}36107286
1008130{}351017{}20110701 111301{}d{}36211696
1008609{}351424{}20110701 111310{}v{}362513
1000729{}345767{}20110701 111314{}d{}36172760
1008706{}351499{}20110701 111317{}d{}36211458
1007805{}350738{}20110701 111318{}d{}36211696
1010634{}353075{}20110701 111318{}d{}36233222
1005922{}349284{}20110701 111324{}d{}36139159
1009315{}351988{}20110701 111326{}d{}36227897
1011044{}353408{}20110701 111331{}d{}36218559
1010004{}352561{}20110701 111347{}d{}36272957
1010968{}353306{}20110701 111355{}d{}36207984
1008235{}351111{}20110701 111358{}d{}36233246
1000645{}345716{}20110701 111426{}d{}36162967
1004063{}348013{}20110701 111432{}d{}36109066
1000593{}345678{}20110701 111441{}d{}36158095
1002131{}346811{}20110701 111451{}v{}361538
1003063{}347238{}20110701 111457{}d{}36107287
1007019{}350129{}20110701 111457{}d{}36195725
1001829{}346625{}20110701 111500{}v{}361538
1004271{}348122{}20110701 111510{}d{}36109870
1001830{}346141{}20110701 111524{}v{}361538
1004272{}348095{}20110701 111533{}d{}36109869
1010449{}352921{}20110701 111535{}d{}36233220
1006542{}349775{}20110701 111609{}d{}36193866
1003712{}347855{}20110701 111611{}d{}36122110
1004752{}348188{}20110701 111612{}d{}36192456
1004219{}348095{}20110701 111619{}d{}36109869
1007327{}350377{}20110701 111627{}d{}36127163
1006991{}350108{}20110701 111628{}d{}36194642
1007273{}350333{}20110701 111634{}d{}36184138
1001831{}346624{}20110701 111639{}v{}361538
1001505{}346412{}20110701 111641{}v{}361538
1001506{}346412{}20110701 111656{}v{}361538
1008568{}351378{}20110701 111702{}v{}362513
1008685{}351480{}20110701 111710{}d{}36215190
1009634{}352248{}20110701 111717{}d{}36280293
1002441{}346141{}20110701 111719{}v{}361538
1003409{}347665{}20110701 111719{}d{}36174174
1009655{}352271{}20110701 111721{}d{}36280293
1008440{}351272{}20110701 111735{}d{}36233233
1009434{}352088{}20110701 111745{}d{}36227896
1004064{}348014{}20110701 111747{}d{}36109066
1004753{}348443{}20110701 111752{}d{}36192457
1010118{}352414{}20110701 111813{}d{}36272023
1003331{}347618{}20110701 111817{}d{}36119724
1011185{}353533{}20110701 111824{}d{}36254243
1007316{}350368{}20110701 111838{}d{}36173855
1002132{}346812{}20110701 111852{}v{}361538
1007192{}350271{}20110701 111854{}d{}36184137
1006892{}350027{}20110701 111856{}d{}36194656
1002953{}347238{}20110701 111907{}d{}36107287
1007328{}350368{}20110701 111907{}d{}36173856
1009420{}352077{}20110701 111910{}d{}36227896
1007362{}350368{}20110701 111936{}d{}36173857
1008151{}351036{}20110701 111949{}d{}36235261
1009627{}352249{}20110701 111949{}d{}36280292
1002954{}347334{}20110701 111954{}d{}36107287
1008419{}351272{}20110701 111956{}d{}36233249
1002442{}346413{}20110701 111959{}v{}361538
1003976{}347333{}20110701 112007{}d{}36122110
1003882{}347238{}20110701 112012{}d{}36122110
1002133{}346412{}20110701 112059{}v{}361538
1008816{}351593{}20110701 112059{}d{}36270987
1003064{}347419{}20110701 112107{}d{}36107285
1009385{}352050{}20110701 112119{}d{}36227895
1000803{}345848{}20110701 112120{}d{}36172758
1004754{}348373{}20110701 112121{}d{}36192456
1008796{}351577{}20110701 112126{}d{}36272975
1009442{}352095{}20110701 112134{}d{}36227897
1007707{}350648{}20110701 112146{}d{}36234313
1004877{}348529{}20110701 112148{}d{}36176010
1000765{}345819{}20110701 112157{}d{}36172758
1000833{}345848{}20110701 112158{}d{}36172758
1002711{}347140{}20110701 112159{}d{}36107286
1002712{}347141{}20110701 112216{}d{}36151187
1005748{}349157{}20110701 112218{}d{}36176468
1005110{}348701{}20110701 112220{}d{}36177742
1005676{}349101{}20110701 112234{}d{}36176470
